game_id,team,off_epa_pass,off_epa_rush,cpoe,def_epa_pass,def_epa_rush
2010_01_ARI_STL,ARI,0.09235475691101869,-0.6148186734009703,0.7908821851015091,-0.23547062664414098,-0.10200879649588994
2010_01_ARI_STL,LA,-0.23547062664414098,-0.10200879649588994,-6.194479708318357,0.09235475691101869,-0.6148186734009703
2010_01_ATL_PIT,ATL,-0.07486712546434719,-0.20875609301263467,-1.1527053145475166,-0.08071219577458547,0.027754233522304668
2010_01_ATL_PIT,PIT,-0.08071219577458547,0.027754233522304668,4.464941873000218,-0.07486712546434719,-0.20875609301263467
2010_01_BAL_NYJ,BAL,0.09533762752582989,-0.3913120210827661,-2.264904858250367,-0.5904339868457341,-0.16546846875663554
2010_01_BAL_NYJ,NYJ,-0.5904339868457341,-0.16546846875663554,-18.19848318894704,0.09533762752582989,-0.3913120210827661
2010_01_CAR_NYG,CAR,-0.2637461005455988,-0.4239773788722337,-15.331831881228615,0.15356651765604457,-0.2101494972933627
2010_01_CAR_NYG,NYG,0.15356651765604457,-0.2101494972933627,9.304739137490591,-0.2637461005455988,-0.4239773788722337
2010_01_CIN_NE,CIN,0.12613751851730703,-0.10388799097505398,5.705390810966492,0.36088495532029236,0.009088612408959307
2010_01_CIN_NE,NE,0.36088495532029236,0.009088612408959307,8.786034158297948,0.12613751851730703,-0.10388799097505398
2010_01_CLE_TB,CLE,-0.19562361506684972,-0.24688321735690502,-1.9681562980016072,-0.05637649184206803,-0.40332457952096995
2010_01_CLE_TB,TB,-0.05637649184206803,-0.40332457952096995,1.752230418579919,-0.19562361506684972,-0.24688321735690502
2010_01_DAL_WAS,DAL,-0.13693925993030248,0.140764045616379,1.9249672070145607,-0.05593046520014649,-0.35699434364263044
2010_01_DAL_WAS,WAS,-0.05593046520014649,-0.35699434364263044,-13.695410759218278,-0.13693925993030248,0.140764045616379
2010_01_DEN_JAX,DEN,0.25669592939416813,-0.2603054650559595,7.4393352324312385,0.3573251406205664,0.008355069395232324
2010_01_DEN_JAX,JAX,0.3573251406205664,0.008355069395232324,14.593292701812018,0.25669592939416813,-0.2603054650559595
2010_01_DET_CHI,CHI,-0.048599812332333785,-0.37198358601775394,6.359654154096331,-0.16218585802541513,-0.5316935109703558
2010_01_DET_CHI,DET,-0.16218585802541513,-0.5316935109703558,2.2399758750742134,-0.048599812332333785,-0.37198358601775394
2010_01_GB_PHI,GB,0.07601081102773988,0.004897258114418498,2.5648788611094155,-0.05892665047146907,-0.06348773361222083
2010_01_GB_PHI,PHI,-0.05892665047146907,-0.06348773361222083,-1.8328465083066154,0.07601081102773988,0.004897258114418498
2010_01_IND_HOU,HOU,-0.032804587674431576,0.4114550157638195,-11.017350238912245,0.23950581512380226,-0.18721238620558076
2010_01_IND_HOU,IND,0.23950581512380226,-0.18721238620558076,7.643259355896397,-0.032804587674431576,0.4114550157638195
2010_01_MIA_BUF,BUF,-0.22180727370319434,-0.25855213397492965,-8.197449192856297,-0.01331126418333712,-0.00506500253021451
2010_01_MIA_BUF,MIA,-0.01331126418333712,-0.00506500253021451,-1.6143860185847563,-0.22180727370319434,-0.25855213397492965
2010_01_MIN_NO,MIN,-0.206629147116726,-0.10208746068140802,-5.790984520205745,0.002612682598934207,0.0454723167958119
2010_01_MIN_NO,NO,0.002612682598934207,0.0454723167958119,10.427188277244568,-0.206629147116726,-0.10208746068140802
2010_01_OAK_TEN,LV,-0.14910593187877244,-0.03809636791092565,-3.8452552337395516,0.2912079164681022,0.15588323999477058
2010_01_OAK_TEN,TEN,0.2912079164681022,0.15588323999477058,8.89410534325768,-0.14910593187877244,-0.03809636791092565
2010_01_SD_KC,KC,-0.3860136457356434,-0.09053981031264322,-12.982601353100367,0.19053277725193074,-0.3826567596342001
2010_01_SD_KC,LAC,0.19053277725193074,-0.3826567596342001,-2.75314477009651,-0.3860136457356434,-0.09053981031264322
2010_01_SF_SEA,SEA,0.26676144429827753,-0.30879935934881925,15.779798963795537,-0.2923598934222684,-0.3751277062343433
2010_01_SF_SEA,SF,-0.2923598934222684,-0.3751277062343433,0.8172000563421915,0.26676144429827753,-0.30879935934881925
